mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,mzo,mzoscan,sn
379.2233517,379.2214182,379.2243456,67.326,64.997,68.976,421.6640456,409.8676749,176.5747375,379.2236721,119,9
394.2645575,394.2634312,394.2661026,61.837,54.317,68.126,19217.44,18699.72202,4009.032471,394.2641265,112,50
445.095379,445.0891958,445.0980225,67.326,63.386,70.656,1323.763701,1306.518975,801.9237671,445.0980225,118,52
448.1668845,448.1638633,448.1699431,62.597,57.357,68.976,7185.888065,6645.667178,1013.867554,448.1669807,112,8
459.3222344,459.32061,459.3236694,55.097,47.818,60.337,18449.12204,17693.81272,3318.36499,459.3231172,102,34
462.2490605,462.2470203,462.2528296,67.326,64.997,68.976,505.7691017,501.0768261,246.4037781,462.2470203,117,33
469.1503362,469.1470671,469.1544135,64.997,59.597,70.656,2502.791287,2270.606837,562.4421387,469.1487102,115,8
492.3295122,492.3264426,492.3311456,67.326,64.997,68.976,424.6856656,421.5024656,166.3113708,492.3311456,116,165
510.1512668,510.1500807,510.1540019,66.497,64.997,71.486,814.5257445,772.2985202,404.5295715,510.1500807,117,9
516.3243303,516.320591,516.3281837,64.197,58.107,70.656,7281.756278,6466.823201,1468.406128,516.3241919,112,11
526.9843039,526.9820558,526.9892812,64.197,58.847,68.976,1520.278308,1510.928462,535.6867065,526.9820558,114,169
540.4238223,540.422554,540.4245744,57.357,50.927,63.386,1308431.774,1305724.296,297264.5625,540.4233335,105,339
635.5404302,635.5360974,635.5453528,64.997,62.597,70.656,1252.751361,1246.304161,362.3455505,635.5371698,116,77
646.9371763,646.9342972,646.9442422,64.997,57.357,70.656,35478.54322,35390.08933,5074.941895,646.9383914,117,105
647.4383641,647.4348131,647.4418621,64.997,58.107,72.316,10642.4314,10403.65927,1597.888184,647.4383311,116,35
658.5057539,658.5020999,658.5076785,35.579,29.239,41.988,98426.7117,98414.81263,57199.24609,658.5050756,78,57198
658.5026112,658.500676,658.5070361,48.658,41.988,53.507,62244.9593,62232.61752,39397.60938,658.500676,93,39397
658.5019346,658.4968933,658.5065436,64.197,53.507,70.656,10172.62132,10155.47232,830.9535522,658.4968933,110,830
1081.57423,1081.56593,1081.580694,63.386,59.597,69.816,3427.976932,3406.874941,753.5858154,1081.573222,114,76
117.021769,117.0209549,117.0224224,64.997,61.097,69.816,2898.65117,2890.724806,790.4021606,117.0224224,114,245
124.0571192,124.0568472,124.057278,62.597,57.357,68.126,90312.41702,90290.59449,19934.08008,124.0570014,111,1127
147.0594499,147.0582674,147.0603829,65.747,61.097,69.816,7959.51005,7951.583686,1316.698853,147.0602263,115,1316
171.090297,171.0894184,171.09117,64.197,58.107,69.816,10943.81913,10820.37518,2274.112305,171.0905973,114,38
188.1260646,188.1246528,188.1269011,67.326,59.597,73.136,10605.32627,10346.80746,2201.258057,188.125668,119,29
200.0886793,200.0877509,200.0902103,64.197,61.097,69.816,2759.408277,2678.057774,606.7558594,200.0877509,114,24
228.0669301,228.0659703,228.0676956,55.097,49.438,65.747,10734.4169,9882.565463,1293.04248,228.0666753,103,13
246.239479,246.2374647,246.2411488,67.326,61.097,73.906,412367.7924,407611.5015,111645.7656,246.2374647,120,75
277.2803773,277.2789177,277.282925,63.386,58.107,70.656,8305.028506,8258.088769,1431.116211,277.2817618,111,88
282.0659193,282.0634517,282.0668553,68.126,62.597,73.136,721.7220494,696.8509204,239.9782562,282.0668553,118,9
289.0575403,289.0543097,289.0591758,67.326,64.997,72.316,694.4659737,648.6064848,280.8786011,289.0591758,117,12
331.2422036,331.2393344,331.2437864,64.197,61.097,69.816,5781.105812,5770.585243,1154.422363,331.2393344,112,106
333.8088853,333.8086384,333.8092695,67.326,65.747,69.816,331.7256441,328.4704441,141.5602875,333.8086384,118,141
354.2254016,354.2239311,354.2271028,62.597,55.847,69.816,7728.091931,7054.765582,1523.624268,354.2271028,111,14
414.2818067,414.2792394,414.2869002,68.126,65.747,69.816,537.9932509,534.7380509,245.8369141,414.2822523,117,245
419.1477075,419.1446613,419.1490556,68.126,65.747,69.816,847.3799291,820.471141,419.8389587,419.1490556,119,9
419.3892368,419.3875595,419.3901177,61.837,55.847,68.976,39398.91396,39337.13199,7079.271484,419.3892537,111,359
431.1448055,431.1434737,431.1466015,61.837,54.317,68.976,20482.7882,20005.191,3363.47168,431.1466015,112,46
476.2044319,476.2004481,476.2089487,65.747,61.097,69.816,3593.447772,3436.614088,782.2889404,476.2058595,120,12
479.9742596,479.971899,479.9759992,65.747,61.097,69.816,1848.065668,1812.816579,363.0151367,479.9721318,114,16
492.4365623,492.4317139,492.4401396,65.747,61.837,72.316,1783.882257,1722.175947,450.0831299,492.4351414,116,13
525.6843562,525.6826633,525.6869125,61.837,53.507,67.326,25301.18327,25243.02725,5298.765137,525.6826633,111,404
527.3173599,527.3124275,527.3216916,64.997,59.597,73.136,3840.847223,3451.242736,910.5494385,527.3194449,114,11
530.3843653,530.382745,530.3860591,52.657,41.158,58.107,85601.24962,84433.18271,12541.51465,530.3860591,97,36
534.3418592,534.3374493,534.3447936,66.497,59.597,69.816,8995.366509,8888.809508,1676.972046,534.3394592,118,38
554.3543377,554.3539807,554.3548983,67.326,61.837,69.816,975.3920886,964.1064796,374.1049805,554.3539807,117,30
558.9009554,558.8990747,558.9066373,63.386,55.847,69.816,9413.919474,9284.307489,1722.540771,558.9009073,112,80
587.9203992,587.9149391,587.9254604,65.747,61.837,69.816,986.2887392,979.1076392,295.5832214,587.9205477,116,295
603.3845507,603.3811682,603.3897883,62.597,58.847,68.976,2025.277291,1662.055309,507.8666687,603.3845123,112,7
621.5714488,621.5697244,621.5753121,68.126,61.837,69.816,391.8834819,387.8939819,146.4505157,621.5701113,120,54
624.4491427,624.4482081,624.4500582,66.497,62.597,69.816,52404.91858,52398.50169,9972.549805,624.4488904,117,9972
631.8902237,631.8822869,631.8950984,64.197,60.337,69.816,1885.753256,1877.064173,426.7540588,631.8895685,114,426
652.405649,652.3980219,652.4098484,61.097,55.097,76.196,43516.54475,41957.96095,3444.466309,652.4078648,100,19
679.4064298,679.3998606,679.4113701,52.657,46.988,58.107,5336.210597,4439.58739,962.3997192,679.4059736,97,8
789.9737436,789.9699171,789.9786787,63.386,58.107,69.816,3035.502018,3024.573618,549.1574707,789.9727987,114,548
844.4461229,844.4420508,844.4511928,64.997,61.097,69.816,2286.885467,2278.959104,490.8879395,844.4509097,115,490
61.01023987,61.01008553,61.01038778,56.607,49.438,64.197,89937.69555,89799.84223,11864.15039,61.01038778,105,383
61.01018348,61.0096964,61.01031,42.828,39.488,49.438,10326.23381,10237.94473,1605.890259,61.01011141,88,52
150.0180005,150.01753,150.0186047,66.497,58.847,77.735,1394.268365,1338.729185,209.3971558,150.0186047,119,10
185.1372688,185.13567,185.1390923,64.997,59.597,72.316,3197.046368,3177.778506,571.90448,185.1374108,114,57
217.1535751,217.1515258,217.1558194,63.386,58.847,71.486,1364.475418,1267.289545,188.6381989,217.1515258,113,9
223.06276,223.0615354,223.0643588,57.357,48.658,64.197,11767.38528,5983.169829,1619.736572,223.0615354,105,7
257.2644099,257.2627514,257.26673,64.197,58.107,70.656,2880.02816,2720.96044,565.3109131,257.2649608,112,19
259.177677,259.1753097,259.1790951,66.497,61.837,70.656,11821.68727,11813.67,2038.132813,259.1779315,118,2037
264.0534384,264.052864,264.0543498,68.126,65.747,73.906,1229.155659,1221.946552,404.6201782,264.052864,118,44
269.0758526,269.0737192,269.0779361,64.197,57.357,70.656,10724.09735,10362.696,1776.447388,269.0760655,114,25
283.0840612,283.0831781,283.0845008,62.597,55.847,69.816,70980.6154,65951.92959,12314.7998,283.0843206,112,35
287.7860127,287.7845491,287.787163,65.747,59.597,70.656,2807.578744,2795.086876,540.2824097,287.7857638,115,46
300.1294128,300.1268361,300.1317117,64.197,58.847,65.747,6161.095029,5893.241416,1585.345215,300.1307388,112,9
307.089732,307.0875778,307.0940604,67.326,62.597,73.906,6593.07241,6537.897002,1231.073242,307.0875778,120,47
313.1568221,313.1552649,313.157794,68.126,65.747,70.656,1567.357474,1535.609463,490.0697937,313.1567159,119,13
317.3447619,317.3428083,317.3469561,66.497,63.386,70.656,2564.354501,2520.662581,710.8844604,317.3428083,117,8
348.335349,348.3343903,348.3364375,62.597,56.607,68.976,18046.38681,17894.11086,3369.179688,348.3356958,112,114
392.3599675,392.3551643,392.362752,64.197,59.597,70.656,2485.928935,2475.659864,689.6560669,392.3583811,116,689
444.2546476,444.2499638,444.2570548,64.997,58.847,70.656,4162.573503,3740.93412,814.9109497,444.2562938,116,11
449.170498,449.1670893,449.1737714,62.597,55.097,71.486,10052.45021,9348.450067,1185.153687,449.1670893,110,13
468.1484421,468.1466445,468.1519323,64.197,58.107,70.656,6052.282937,5775.927119,818.0049438,468.146646,113,8
493.349971,493.3482169,493.350996,68.976,62.597,74.666,1205.566688,1159.997131,264.5325928,493.3506019,120,8
533.4147025,533.4068395,533.4171407,64.997,60.337,72.316,1927.294028,1851.116158,370.8580322,533.4102682,114,22
541.4265782,541.4255969,541.4273424,57.357,50.927,63.386,431709.8001,430159.6798,98996.85156,541.4261136,105,270
551.8929116,551.8901556,551.8944613,64.197,52.657,72.316,2505.209397,2449.079915,459.9936829,551.8926336,112,14
579.4227745,579.4217396,579.425676,61.097,55.847,67.326,61667.18301,61378.58283,17312.07617,579.4225145,111,356
579.9246303,579.9224275,579.9259491,61.097,55.847,67.326,38388.60946,38280.34091,10151.97168,579.9259491,111,502
615.9534125,615.9510082,615.9546049,61.837,56.607,68.126,122871.8954,122429.1341,34302.37109,615.9531815,111,559
616.4532631,616.4497493,616.4547601,61.837,56.607,68.126,48306.45261,47792.72397,13770.73828,616.4522852,111,202
624.9516472,624.9447554,624.9544514,66.497,61.097,70.656,13189.74657,13180.98416,2386.945313,624.9521397,117,2386
640.4404996,640.435641,640.4432546,64.997,61.097,72.316,4291.570424,4233.055484,966.3562012,640.435641,116,33
661.4216838,661.4184871,661.423768,68.126,62.597,73.136,1194.880813,1159.386031,342.2136841,661.4201872,119,14
664.3365125,664.3309243,664.3413498,68.126,65.747,73.136,539.3894522,507.0369908,185.0509186,664.3413498,119,8
738.5214219,738.5202916,738.5226377,64.197,57.357,70.656,52890.63168,52463.24628,7183.949219,738.5207672,112,154
739.525326,739.5214435,739.5274624,64.197,57.357,70.656,24492.18557,23305.50661,3334.381836,739.5274624,112,24
751.2599874,751.2573804,751.2625477,68.976,66.497,72.316,752.3585345,748.2021059,296.0419312,751.2625477,120,153
756.3695013,756.3661938,756.3718977,67.326,64.997,70.656,1483.761768,1478.911197,490.0622559,756.3718977,119,489
1185.840095,1185.832836,1185.845579,62.597,58.847,69.816,12688.39229,12662.29065,2943.861572,1185.839222,112,339
157.0156453,157.0146819,157.0169545,64.197,61.097,71.486,618.6616485,609.0718024,123.6441498,157.0147757,115,123
186.1472024,186.1466563,186.147788,64.197,58.847,71.486,5471.678822,5352.446185,809.0125122,186.1474905,113,39
186.14787,186.1464719,186.1492503,38.718,35.579,43.668,3109.708396,3033.399131,523.9642944,186.1492503,79,25
186.1478824,186.1469308,186.1485114,47.818,43.668,52.657,4137.631652,4045.122995,952.9313354,186.1485114,94,46
237.1362259,237.1347528,237.1371353,66.497,61.837,71.486,5015.352601,5006.507684,901.2293091,237.1365774,119,900
244.0892795,244.088924,244.0900821,61.837,56.607,68.126,67773.46391,67761.94491,20571.61133,244.088924,111,20571
247.1802604,247.1795895,247.1833955,64.997,56.607,71.486,17309.16608,17070.52602,3240.867432,247.1796881,116,58
258.9781262,258.9771487,258.9792756,66.497,60.337,71.486,12060.98667,12050.63402,2077.100098,258.9771487,119,639
280.1844645,280.1824798,280.1875406,60.337,53.507,71.486,35638.65056,35460.48016,4795.075684,280.1845658,109,191
284.0871622,284.0851696,284.0886309,63.386,55.847,71.486,15481.27665,14045.62942,2281.226563,284.0869156,113,15
286.1996076,286.1988925,286.2004332,58.107,50.177,64.997,42285.59461,40399.75393,6479.13623,286.199802,105,23
296.2535039,296.2525912,296.2549666,64.197,58.847,70.656,2928.75608,2856.191439,636.2338257,296.2525912,115,14
320.3036039,320.3024944,320.3047272,65.747,61.837,71.486,20562.3769,20551.22466,3384.253418,320.3034439,114,526
321.3040322,321.3001916,321.307191,64.997,58.847,71.486,2825.289853,2787.657586,448.0939026,321.3026044,113,31
330.2409109,330.2391778,330.2443372,64.197,58.107,70.656,21774.30519,21069.51555,4802.966309,330.2404411,113,19
337.1893542,337.187189,337.1908418,64.997,57.357,71.486,18259.6914,17731.65057,2403.855713,337.1908418,117,14
358.0870341,358.0844308,358.0901383,64.997,60.337,71.486,2637.435911,2472.703838,674.899231,358.0844308,115,17
358.3203154,358.3173932,358.3213338,63.386,60.337,71.486,5722.118459,5452.404798,805.0628662,358.3209144,110,12
398.3829639,398.3771357,398.3868053,66.497,62.597,73.136,765.0554959,730.3231966,193.309082,398.3868053,117,13
407.0976126,407.0944929,407.0991737,68.976,61.837,71.486,617.0046334,592.5495955,170.7722931,407.098728,122,12
428.1597804,428.1565195,428.1622182,68.976,62.597,76.965,1803.780993,1588.407128,497.951416,428.1622182,121,9
475.2019878,475.1981026,475.2051145,65.747,61.097,73.136,14637.05759,14422.32702,2311.359619,475.2014555,115,32
490.3173274,490.3142451,490.3194652,62.597,56.607,69.816,10055.29767,8563.877493,1794.752197,490.3185401,111,13
491.3206008,491.3162653,491.3233421,62.597,56.607,71.486,3837.010812,3053.00837,656.7861938,491.3233421,112,7
502.8099183,502.8081683,502.811098,65.747,59.597,71.486,4028.720247,3779.141643,742.6317139,502.8088113,116,18
532.4094477,532.4044322,532.4111395,64.197,58.847,71.486,4595.121028,4406.253164,784.743103,532.4106117,114,21
552.3364394,552.3314698,552.3407103,68.976,63.386,71.486,975.547067,963.6052358,337.4648438,552.3385493,122,45
581.9158749,581.9113058,581.9196992,66.497,63.386,71.486,1108.841509,1101.551509,302.0262756,581.914842,116,301
625.9258627,625.9226392,625.9304256,66.497,60.337,71.486,4533.314397,4517.374189,866.3240967,625.924863,118,145
633.9134621,633.909158,633.9160671,67.326,64.997,71.486,589.6414559,583.9635809,213.2772369,633.9154222,117,59
657.9828011,657.9688754,657.9880107,68.126,62.597,73.136,1482.047108,1472.909875,454.1959229,657.9872916,120,71
676.3395625,676.3352403,676.3437306,68.126,63.386,76.965,1234.38771,1137.337777,375.0744019,676.3375963,117,9
740.5262777,740.5219838,740.5305518,63.386,57.357,71.486,5879.45858,5161.704776,876.0317383,740.5249746,111,8
937.5351381,937.5270741,937.538089,62.597,57.357,69.816,14758.64169,14677.29285,2726.518555,937.5367367,112,137
66.96430142,66.96403799,66.9646691,56.607,49.438,63.386,8936.956075,8737.339008,1242.576904,66.96426952,105,29
120.064228,120.0637298,120.064606,63.386,57.357,70.656,11425.08135,11331.83838,2144.757813,120.064606,113,118
165.0685096,165.0668239,165.0697072,70.656,68.126,74.666,2679.583602,2589.16254,722.336853,165.0697072,120,13
195.1212309,195.1199536,195.1219041,60.337,46.168,76.196,25358.37992,22120.17393,3414.69458,195.1216221,110,25
211.1128763,211.1103542,211.1144208,68.976,61.097,72.316,6814.425712,6543.645755,1152.583496,211.1122726,122,20
219.1124555,219.1109111,219.1127125,51.777,45.338,57.357,708740.0825,707657.6946,422372.2813,219.1127125,97,3586
219.1115035,219.1110724,219.1117346,37.099,34.779,45.338,186054.011,185162.537,52652.16797,219.1111824,79,446
235.0588961,235.057384,235.0604001,64.197,59.597,71.486,9856.533508,9705.277129,2005.651611,235.0594013,113,50
241.0857419,241.0842863,241.0873528,71.486,67.326,76.196,2658.837918,2625.222295,592.6873169,241.0864775,122,12
245.9794677,245.9760943,245.982375,67.326,62.597,72.316,1163.286753,1154.377669,426.8501282,245.9804163,117,181
249.2500959,249.2489659,249.2508713,68.976,62.597,72.316,757.4876716,749.516562,154.0127411,249.2508713,120,23
256.1735714,256.1715064,256.1742955,64.197,61.097,72.316,3923.212037,3726.483187,692.3942871,256.1742955,111,10
270.1372849,270.1354436,270.1394925,69.816,63.386,72.316,2040.753559,1993.686164,561.1760254,270.1376684,121,10
277.1015968,277.0984836,277.1045903,64.997,58.847,72.316,9205.688885,9080.988812,1605.303101,277.1040934,113,33
279.1869918,279.1865842,279.1873932,66.497,59.597,72.316,26810.43257,26776.12104,4188.819824,279.1865842,118,285
286.10461,286.1032096,286.105667,61.837,54.317,68.126,13699.50922,12373.71357,2075.875,286.1047909,112,15
287.9872173,287.9857567,287.9892423,65.747,61.097,72.316,2424.670569,2411.022524,535.944397,287.9876689,116,110
296.1223136,296.1189488,296.1234453,68.126,61.097,74.666,16275.98463,15711.01551,2675.631104,296.1230663,120,12
322.1876362,322.1854634,322.1893092,68.126,64.197,72.316,4107.555644,4100.248544,696.6326294,322.188892,120,696
323.971926,323.9710454,323.9729899,66.497,59.597,72.316,15512.83229,15500.90822,2655.265625,323.9723152,119,644
332.1374581,332.1364666,332.138288,66.497,61.837,73.906,18103.01706,17637.45142,2938.574707,332.1377626,117,27
349.0831916,349.081915,349.0845969,63.386,61.097,72.316,1895.283122,1756.188066,463.262207,349.0825019,113,12
370.2667861,370.2660769,370.2674312,64.997,58.107,71.486,37054.41432,36488.72099,6046.772461,370.2667562,117,41
370.4013034,370.4004813,370.4028515,63.386,56.607,69.816,9677.340314,9611.760976,1710.519409,370.4009901,112,92
384.1876919,384.1853676,384.1905284,67.326,59.597,73.906,2805.664393,2700.786394,517.0844116,384.1853676,120,12
397.187155,397.1858375,397.1888287,70.656,68.126,72.316,1385.296271,1381.944271,545.6234741,397.1858375,123,545
397.3794023,397.377913,397.380496,65.747,61.837,72.316,2592.281834,2462.192581,644.8067017,397.3800596,115,19
411.1352177,411.1338149,411.1371403,52.657,47.818,57.357,9692.806392,8869.866586,1489.912964,411.1345005,96,9
414.1777853,414.1753737,414.1805386,69.816,66.497,75.436,2666.421349,2461.422238,714.8578491,414.1753737,120,8
416.213413,416.2130837,416.2151084,35.579,32.389,41.158,3006843.029,3006630.505,1362722.5,416.2133802,77,30493
416.2156131,416.2111413,416.2187368,67.326,44.498,72.316,143652.6954,142978.5036,31718.28906,416.2136292,112,48
457.1429511,457.1397744,457.1464913,70.656,64.197,75.436,867.0744311,809.7351751,228.8303223,457.1419017,121,7
469.7731035,469.7699482,469.7756041,63.386,58.107,69.816,5607.451689,5591.363827,1346.806396,469.7756041,115,152
479.6397664,479.6376743,479.6417387,64.997,59.597,72.316,7568.149772,7493.359557,1373.169678,479.6399393,116,46
490.4424388,490.4385124,490.4441048,67.326,60.337,72.316,3662.431185,3637.855305,514.137085,490.4423556,121,69
553.6886277,553.6840704,553.6923999,65.747,61.837,72.316,2649.27569,2639.602767,535.0549927,553.6840704,114,534
557.3644399,557.3563827,557.3680166,65.747,59.597,73.136,46082.49132,45814.17465,6297.090332,557.3642929,114,130
558.3665402,558.3610454,558.3710412,68.126,62.597,73.906,4387.207547,4183.278734,1243.113647,558.3690802,119,12
592.9210608,592.9196879,592.9223444,63.386,58.107,69.816,11363.48788,10781.69841,2442.375732,592.9213999,113,11
601.2969497,601.295187,601.3007357,70.656,64.197,72.316,459.5499071,440.0342316,147.6569061,601.295187,120,7
603.2373948,603.2336051,603.2403302,68.976,63.386,72.316,731.7137885,698.1053676,148.9295044,603.2403302,123,7
636.4552129,636.4526604,636.4569979,64.997,59.597,72.316,6901.079847,6842.291009,1301.696777,636.4526604,116,84
637.9661783,637.965025,637.9670816,64.997,58.847,71.486,193814.5251,192812.629,41556.25,637.9656364,115,387
719.4564266,719.452078,719.461822,64.197,59.597,72.316,5196.345196,5170.790908,950.6409302,719.4572377,111,87
725.5524899,725.5501841,725.5543791,39.488,37.099,46.168,19595.54783,19166.97048,5109.777344,725.5524701,81,26
745.2421607,745.2387827,745.2485848,68.126,64.997,72.316,1291.306078,1273.951983,350.4154053,745.2433721,119,35
1184.838412,1184.832917,1184.841034,62.597,58.107,68.976,19376.49848,19290.76028,4563.096191,1184.838833,112,209
46.97520362,46.97465453,46.97571009,58.107,48.658,66.497,9959.215936,9391.320817,1525.446411,46.97543078,105,16
46.99477956,46.99466949,46.99486035,56.607,47.818,66.497,105517.1334,105426.8598,13083.60254,46.99485927,106,724
75.05436651,75.05384537,75.05474108,68.976,66.497,73.136,523.2432534,517.4341284,147.989624,75.05437503,120,123
85.05001549,85.04966386,85.05114082,63.386,59.597,68.976,1876.502106,1861.471385,541.6029053,85.04995368,112,96
133.989851,133.9892708,133.9903303,69.816,66.497,74.666,954.4312963,947.8960963,180.9980621,133.9898912,120,180
184.1059788,184.1052548,184.1066651,70.656,64.997,74.666,1304.38171,1224.851144,304.6273193,184.1052548,123,6
205.5239282,205.521891,205.5246437,68.976,62.597,73.136,2138.498616,2090.32162,437.8721008,205.5243005,117,21
212.1447398,212.142393,212.1457548,69.816,61.837,73.136,1103.173465,1075.636773,181.0315704,212.1446106,121,15
233.1477388,233.1470312,233.1491742,62.597,57.357,68.976,17214.72855,16966.92485,3335.710693,233.1480689,112,56
242.6749405,242.671604,242.6761365,68.976,65.747,73.136,519.5241975,512.9561975,130.6477051,242.674928,122,130
252.1213626,252.1206494,252.1219364,62.597,56.607,68.976,56503.37452,55994.38152,11023.81445,252.1215525,112,133
252.1209864,252.1204273,252.1218076,39.488,33.169,46.168,9170.719276,8698.732861,1458.46875,252.1218076,83,17
260.2561435,260.2549783,260.2570919,65.747,59.597,73.136,5417.016385,5345.759128,898.9609985,260.2560039,118,36
281.0596167,281.0559431,281.0617809,68.976,63.386,74.666,4568.32053,4458.931353,674.2929077,281.05892,119,13
290.0898353,290.0878655,290.0917941,71.486,68.976,73.136,884.8156738,881.4876738,276.7177124,290.0896056,123,276
297.128538,297.1256405,297.1305392,70.656,66.497,76.196,7455.256463,6859.425111,1952.896362,297.1303074,122,7
298.2716909,298.2697482,298.273908,68.126,61.837,73.136,1382.036346,1305.881453,244.3510132,298.2698067,118,15
304.1510331,304.1483745,304.1535224,68.976,61.097,76.196,14048.85397,13201.16526,1903.734741,304.1519627,119,8
309.1217113,309.1202877,309.1228967,63.386,57.357,69.816,50433.16634,49649.56547,10204.7627,309.1220417,112,81
314.1946219,314.194161,314.1950246,71.486,68.976,73.136,650.6035225,647.2755225,235.114975,314.1948432,124,234
323.7218603,323.7206071,323.7231677,65.747,58.847,73.136,41387.62636,41319.61796,6844.696777,323.7231677,116,518
334.1815445,334.1780648,334.1830113,67.326,59.597,74.666,14165.83048,13726.61769,1954.465088,334.1820323,119,20
343.3739323,343.3727679,343.3749482,65.747,59.597,73.136,7442.369084,7429.626496,1225.704346,343.3737083,114,1225
350.2044261,350.2037851,350.2049496,67.326,60.337,73.136,38186.03367,38092.57582,5604.340332,350.2047389,118,123
359.480594,359.4799301,359.4815457,65.747,58.847,72.316,13475.67872,13462.20972,2968.512451,359.4807464,116,2187
359.7320199,359.7300884,359.7328831,65.747,59.597,72.316,11887.04258,11663.22446,2887.024414,359.7324427,117,43
365.2390658,365.2369059,365.2410782,65.747,58.107,75.436,3651.297172,3446.450389,604.1016235,365.2405028,114,8
367.1994339,367.1975998,367.2026561,61.837,55.097,71.486,15082.23669,14404.13262,2383.731689,367.198552,111,18
370.7675298,370.7659191,370.7690041,64.997,58.107,71.486,8088.291638,7974.368518,1330.551025,370.7671872,113,29
378.2406952,378.2383256,378.2416746,70.656,68.976,76.196,714.9021003,697.2161479,331.9461975,378.2416746,121,14
401.2974077,401.2951822,401.2990469,66.497,58.847,73.136,7017.939727,6228.303502,853.3779907,401.2970599,116,6
405.1278367,405.1246384,405.1311893,68.126,64.197,75.436,5644.976626,5279.234241,1169.619263,405.1269002,116,17
428.3030206,428.3000654,428.3042379,69.816,66.497,73.136,1011.999082,975.0998757,295.8597717,428.3022786,120,7
431.9605091,431.9589352,431.9625134,66.497,59.597,73.136,6533.779024,6520.768486,1187.605713,431.9606489,117,264
443.0653314,443.0624133,443.0691558,68.976,61.837,73.136,761.6096677,702.3456646,175.0546875,443.0652156,120,6
444.3110859,444.3083145,444.3143184,70.656,68.126,75.436,1314.725085,1291.960528,453.1173401,444.3102845,120,25
450.3629892,450.3610188,450.3670701,69.816,64.997,75.436,926.7526003,868.4883251,200.1711426,450.3616881,122,8
467.1506007,467.1481276,467.1541645,64.997,58.847,73.136,7936.044061,7605.86995,1039.052856,467.149843,115,17
472.1364758,472.1342649,472.14043,68.126,61.837,80.995,4917.585312,4743.849632,741.7365723,472.14043,117,13
478.9704818,478.9692494,478.9715593,65.747,58.847,72.316,23102.12589,22952.24818,4445.17334,478.9696643,117,257
510.1808235,510.1769061,510.1839478,70.656,66.497,74.666,1924.801541,1832.646416,422.7660217,510.1769061,121,9
521.2533617,521.2501954,521.25717,69.816,62.597,73.136,4933.780781,4677.84227,858.9949951,521.25464,122,8
522.8709106,522.8671311,522.8726382,68.976,63.386,73.136,531.4669325,524.9669325,133.197937,522.8724171,120,19
535.3454637,535.3407883,535.349048,67.326,58.847,73.136,3987.389951,3844.682853,712.203064,535.3407883,118,23
571.9009637,571.8963578,571.9057037,67.326,63.386,73.136,1095.017145,1086.079645,257.7951355,571.9023301,118,93
580.9159713,580.9130275,580.9209945,64.997,56.607,73.136,14279.82185,14158.09215,1671.897217,580.9130275,116,65
581.4140698,581.4111484,581.418088,65.747,61.097,73.136,4743.501246,4595.917674,789.5973511,581.411425,115,28
601.4357142,601.4349146,601.437026,63.386,57.357,69.816,114425.9804,114142.2633,25211.71289,601.4358717,114,369
603.9293625,603.9264495,603.9328524,69.816,65.747,74.666,826.6044942,819.3071306,224.9012604,603.930465,120,66
606.9372533,606.9351681,606.9412531,61.837,58.107,68.126,15691.09212,15676.30116,4316.429199,606.9369584,111,876
607.4387476,607.4334386,607.4420577,62.597,57.357,68.126,10249.61487,10039.12748,2780.327393,607.4379185,112,89
609.4325665,609.4243956,609.4357728,68.126,60.337,73.136,2365.080341,2309.52892,423.9523926,609.4354328,120,20
626.4265037,626.4209983,626.4316168,67.326,52.657,85.165,7625.805287,6664.770314,768.6550903,626.4277002,119,9
628.9509179,628.9477338,628.9526317,64.997,59.597,71.486,20725.53576,20675.31461,4523.378418,628.9526317,115,417
629.452485,629.4491174,629.4545805,64.997,59.597,71.486,17434.06498,17312.08567,3090.847168,629.4513654,114,158
637.4642222,637.4634483,637.464683,64.997,58.847,71.486,288820.1489,287271.1361,60913.42188,637.4645133,115,276
638.9677132,638.966423,638.9691887,64.997,59.597,71.486,23288.42711,23276.53811,4920.27002,638.9679792,115,1443
662.9584102,662.9515171,662.9615275,68.126,62.597,73.136,2113.46732,2104.549705,518.2560425,662.9571923,118,107
675.4140037,675.4097764,675.4193541,69.816,65.747,78.525,1408.409388,1322.580965,342.7128296,675.411606,117,10
705.2469203,705.2375007,705.250466,69.816,67.326,73.136,531.5231011,491.8981204,216.0105591,705.2500086,120,12
717.9531649,717.9503292,717.9549308,64.197,57.357,71.486,36823.0066,36742.10659,5365.199219,717.9530241,114,274
718.9561013,718.9527067,718.9587475,64.197,57.357,71.486,13336.62392,13263.65508,2298.987061,718.9527495,115,182
728.3833749,728.3773006,728.3881647,70.656,63.386,74.666,1873.435298,1820.503226,403.0646667,728.3831181,124,15
771.3178915,771.3143981,771.3187707,70.656,66.497,76.196,772.7190132,738.0333976,248.7072296,771.3187707,123,9
805.3351206,805.3279956,805.3385929,67.326,64.997,73.136,1612.073878,1603.544993,442.1428528,805.3355043,118,74
821.3924828,821.3880349,821.3996469,71.486,67.326,75.436,805.5072124,786.157543,225.478363,821.3880349,121,12
843.4422266,843.439655,843.4459835,65.747,61.097,72.316,4753.819667,4622.687948,1189.501587,843.4435917,116,38
943.5589462,943.5520925,943.5657863,70.656,63.386,81.845,932.0389537,801.8179376,194.0222168,943.5575234,121,7
