PeakID,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,S/N
6083,4962,5.368117,5.6171,5.8789,446.842,1856.229736,10062.57422,64.8121
6084,4962,5.34095,5.6171,5.9064,462.8744,1208.404663,6824.566406,37.10247
6085,4962,5.354617,5.6171,5.865233,544.8757,1487.956543,7736.552734,43.09936
6086,4962,5.354617,5.6171,5.9064,610.848,1776.029785,8840.455078,85.55065
6087,4962,5.381617,5.6171,5.838583,928.7384,1544.713013,7670.089844,93.40614
6088,4975,5.490933,5.630084,5.74725,314.9005,1021.3349,6412.241211,42.21629
6089,5000,5.5721,5.65675,5.760083,118.0606,6456.013184,25828.11328,140.5012
6090,5000,5.558767,5.65675,5.74725,272.1339,4777.726563,29106.56055,7.616474
6091,5013,5.586433,5.669917,5.760083,96.06737,1768.01416,11419.12402,41.16759
6092,5013,5.5721,5.669917,5.773083,126.1023,25644.82617,163473.25,183.9447
6093,5013,5.558767,5.669917,5.825083,184.094,5857.955566,29757.24609,28.14
6094,5013,5.586433,5.669917,5.811917,345.1976,1284.740234,5824.363281,7.618537
6095,5026,5.586433,5.68275,5.773083,97.07499,2032.975708,13598.46582,42.01234
6096,5026,5.586433,5.68275,5.9339,102.0904,1741.339722,10441.74121,45.57823
6097,5026,5.558767,5.68275,5.961566,103.0384,1463.570923,8305.351563,49.61809
6098,5026,5.5721,5.68275,5.760083,109.0751,3099.757324,20170.97461,14.0089
6099,5026,5.5721,5.68275,5.773083,127.1046,1982.510742,13058.41602,22.17301
6100,5026,5.531933,5.68275,6.095883,161.6316,2385.025146,13310.95996,565.1533
6101,5026,5.5721,5.68275,5.9064,162.1158,378939.125,2034518.125,5024.805
6102,5026,5.5721,5.68275,5.947733,163.1151,22300.95117,136085.8281,181.1355
6103,5026,5.586433,5.68275,5.920233,164.1166,2953.208252,16642.75391,171.0114
6104,5052,5.558767,5.70825,5.785417,383.088,2658.794678,14818.11816,9.060793
6105,5059,5.630084,5.721416,5.811917,283.0395,1917.598877,8197.907227,4.643235
6106,5059,5.586433,5.721416,5.8789,325.0507,8769.771484,36495.52734,68.4237
6107,5059,5.630084,5.721416,5.8519,347.0323,6051.659668,25012.36133,29.25937
6108,5072,5.6171,5.73425,5.773083,81.04428,4834.370117,33937.6875,23.79843
6109,5072,5.586433,5.73425,6.083734,122.0708,56909.67188,695432.0625,177.0981
6110,5072,5.5721,5.73425,6.083734,144.0473,35752.83203,464485.9063,88.98622
6111,5072,5.5721,5.73425,6.083734,145.0496,2657.448486,34368.82422,15.72247
6112,5072,5.630084,5.73425,5.865233,221.0173,1823.682983,10677.10059,6.953008
6113,5072,5.586433,5.73425,6.083734,265.1111,122907.7188,1542432.625,419.2287
6114,5072,5.558767,5.73425,5.975567,266.1138,17707.78516,218783.9063,86.76023
6115,5072,5.586433,5.73425,5.920233,725.1679,1139.520142,7965.689941,16.81162
6116,5085,5.6171,5.74725,5.8789,86.05972,8955.841797,46819.9375,42.76202
6117,5085,5.643083,5.74725,5.865233,87.04353,1736.636353,8326.371094,42.73943
6118,5085,5.586433,5.74725,6.083734,123.0734,4488.288086,61601.58203,21.48544
6119,5085,5.6171,5.74725,6.083734,128.0809,3254.382813,17346.83984,19.33761
6120,5085,5.630084,5.74725,6.058733,145.6598,1030.678223,5122.495605,243.0605
6121,5085,5.6171,5.74725,6.07155,146.0922,185352.0625,883526.75,4012.764
6122,5085,5.6171,5.74725,6.0039,147.0944,10218.9043,50182.66406,215.7656
6123,5124,5.558767,5.79875,6.083734,120.0634,1928.56897,20397.80273,28.20717
6124,5124,5.558767,5.79875,6.083734,267.1056,8113.883789,102200.3906,161.3829
6125,5124,5.70825,5.79875,5.989733,289.0773,2239.70752,14424.04883,10.72104
6126,5137,5.6031,5.811917,5.961566,268.1074,1439.200195,17932.92773,11.45336
6127,5150,5.773083,5.825083,6.083734,126.1018,8029.945313,80911.92969,55.81836
6128,5150,5.73425,5.825083,5.920233,255.1324,3715.284424,16480.08594,25.19088
6129,5150,5.695583,5.825083,6.058733,258.1432,6475.412598,72577.49219,24.16648
6130,5163,5.68275,5.838583,5.9339,365.104,113611.1719,512768.7188,746.7675
6131,5163,5.73425,5.838583,5.9339,366.1081,14546.00684,67366.07031,139.4483
6132,5163,5.74725,5.838583,5.947733,367.1087,3368.672363,16810.00781,13.3597
6133,5163,5.73425,5.838583,5.9339,381.0772,3171.131836,16682.76563,35.83772
6134,5163,5.630084,5.838583,5.9339,715.2032,3402.038818,13249.85742,51.1766
6135,5176,5.760083,5.8519,5.975567,90.05424,3026.856689,13411.35742,99.95655
6136,5176,5.73425,5.8519,6.083734,125.0703,1133.179077,14731.83496,10.22685
6137,5176,5.74725,5.8519,6.083734,142.0965,4141.25293,48411.96094,49.62333
6138,5189,5.695583,5.865233,6.083734,124.0864,8607.495117,118564.5781,26.83754
6139,5189,5.630084,5.865233,5.961566,171.0947,2221.160889,21645.41797,32.74089
6140,5189,5.773083,5.865233,6.083734,376.1938,1181.705322,9566.503906,6.026273
6141,5202,5.586433,5.8789,6.07155,170.092,22762.80664,294908.4375,64.02678
6142,5202,5.73425,5.8789,6.083734,334.1086,2120.161377,25424.56836,12.17126
6143,5215,5.586433,5.892567,6.083734,192.0733,1624.722778,22508.53516,34.01116
6144,5215,5.6031,5.892567,5.961566,218.1012,2809.403809,29918.43164,6.040837
6145,5215,5.73425,5.892567,6.083734,220.1156,1294.128662,11222.16113,11.36478
6146,5215,5.586433,5.892567,6.058733,296.1311,1165.643921,12221.75391,3.839108
6147,5215,5.760083,5.892567,5.975567,377.1285,1261.603271,9562.539063,9.675215
6148,5228,5.811917,5.9064,6.083734,98.05943,6615.699707,28620.31641,117.1705
6149,5228,5.630084,5.9064,5.989733,116.0697,2653.542236,12440.58301,6.748876
6150,5228,5.721416,5.9064,6.083734,162.0779,38769.46094,166748.7344,514.1314
6151,5228,5.811917,5.9064,6.083734,163.0784,2512.789551,12299.76758,20.20927
6152,5228,5.811917,5.9064,5.989733,335.0922,1230.807007,7949.619629,4.4467
6153,5228,5.695583,5.9064,5.975567,430.1579,1432.911499,12841.63184,4.492346
6154,5241,5.74725,5.920233,6.095883,181.0631,2302.986328,19366.39648,17.96846
6155,5241,5.695583,5.920233,5.975567,359.1206,1860.798096,16351.91992,2.976844
6156,5267,5.74725,5.947733,6.083734,232.0625,1349.778809,7547.84668,12.48301
6157,5267,5.865233,5.947733,6.083734,241.117,3033.072998,16452.64063,31.04338
6158,5267,5.721416,5.947733,6.083734,288.1535,1996.452271,21524.89648,9.0784
6159,5280,5.8789,5.961566,6.095883,53.00198,1824.492065,13732.73242,23.15251
6160,5280,5.865233,5.961566,6.10805,69.033,1279.757568,6184.367676,30.81999
6161,5280,5.8789,5.961566,6.083734,86.05961,4038.155518,21134.48633,19.11538
6162,5280,5.865233,5.961566,6.0179,87.04377,6126.427734,27665.22852,150.1683
6163,5280,5.8519,5.961566,6.083734,104.07,7506.159668,35310.08203,104.8276
6164,5280,5.9064,5.961566,6.083734,162.1116,6337.970215,44722.82031,160.1621
6165,5280,5.825083,5.961566,6.095883,266.059,12453.19922,58386.81641,62.69241
6166,5293,5.785417,5.975567,6.07155,159.0876,1049.840942,5125.185059,26.58164
6167,5293,5.825083,5.975567,6.083734,169.0677,2535.197998,12933.1084,17.27098
6168,5293,5.892567,5.975567,6.144883,175.0717,1350.294678,6883.591309,5.044463
6169,5293,5.669917,5.975567,6.083734,228.1327,1560.582397,11132.17871,6.928397
6170,5293,5.9064,5.975567,6.083734,274.1375,4605.973633,34541.55078,16.93923
6171,5293,5.73425,5.975567,6.083734,315.1075,1208.692017,13072.8584,4.952503
6172,5293,5.825083,5.975567,6.198383,317.1218,1048.946411,5865.767578,5.094604
6173,5293,5.70825,5.975567,6.083734,318.1359,1865.645996,13142.49414,7.48618
6174,5293,5.865233,5.975567,6.095883,319.1326,1121.307983,7943.628906,6.013653
6175,5293,5.811917,5.975567,6.095883,343.1483,1307.295898,8112.354492,7.515357
6176,5293,5.8519,5.975567,6.095883,414.1851,1171.939087,6411.516113,7.919181
6177,5293,5.760083,5.975567,6.10805,463.1862,1411.324951,7136,9.666327
6178,5306,5.9064,5.989733,6.13255,153.0834,1814.0448,8953.368164,17.21213
6179,5306,5.9064,5.989733,6.083734,244.1275,2791.496582,22559.20313,6.783006
6180,5306,5.9339,5.989733,6.083734,263.1574,2054.778564,14419.64648,3.255927
6181,5306,5.9339,5.989733,6.083734,293.1682,1969.692627,12974.7002,5.102668
6182,5306,5.811917,5.989733,6.2807,316.1199,3504.035645,23379.67969,10.56514
6183,5306,5.8789,5.989733,6.083734,322.1269,1755.962402,8904.202148,13.28081
6184,5306,5.838583,5.989733,6.083734,363.1446,2117.152832,9450.865234,11.47893
6185,5306,5.8519,5.989733,6.10805,479.1576,1110.143921,6443.530273,12.15936
6186,5306,5.8789,5.989733,6.13255,509.1656,1588.012329,8349.249023,13.18172
6187,5306,5.892567,5.989733,6.1204,668.2877,1156.53186,5007.418945,25.04111
6188,5306,5.892567,5.989733,6.13255,671.2932,2916.786865,12515.56543,41.33735
6189,5306,5.773083,5.989733,6.18505,671.7942,1925.962524,8110.197754,228.6639
6190,5306,5.773083,5.989733,6.095883,679.2777,1504.221313,7209.874512,25.68462
6191,5306,5.79875,5.989733,6.083734,989.4824,1800.31665,9288.308594,44.87051
6192,5319,5.79875,6.0039,6.211884,147.0756,2226.525879,14120.76074,47.05009
6193,5319,5.892567,6.0039,6.144883,148.0598,4117.566406,22382.01758,63.07347
6194,5319,5.8519,6.0039,6.083734,216.1327,1477.255859,7618.370605,16.63413
6195,5319,5.961566,6.0039,6.083734,218.101,2407.456299,12811.92578,4.378692
6196,5319,5.73425,6.0039,6.13255,292.1017,1613.180298,17236.64648,6.753547
6197,5319,5.920233,6.0039,6.095883,348.1295,3196.525879,14140.64453,20.33106
6198,5319,5.892567,6.0039,6.095883,349.131,30787.83008,132525.0938,192.0864
6199,5319,5.920233,6.0039,6.095883,350.1336,4436.441895,19660.54883,18.62173
6200,5319,5.8519,6.0039,6.095883,351.135,1307.46582,6623.445313,7.69711
6201,5319,5.9339,6.0039,6.095883,379.1187,1880.578369,9472.000977,8.91354
6202,5319,5.65675,6.0039,6.083734,525.1401,2695.404297,23531.29102,29.93907
6203,5319,5.920233,6.0039,6.13255,600.1866,1425.726074,6329.86377,20.79403
6204,5332,5.865233,6.0179,6.095883,84.04382,1466.989014,8521.964844,15.35852
6205,5332,5.892567,6.0179,6.1204,130.0494,3686.663086,21358.20508,4.676502
6206,5332,5.811917,6.0179,6.095883,239.1015,6074.786133,26319.75586,13.23834
6207,5332,5.9339,6.0179,6.095883,365.1046,48991.35547,219149.9063,305.2107
6208,5332,5.9339,6.0179,6.095883,366.1081,6690.192383,31037.91016,66.0759
6209,5332,5.9339,6.0179,6.095883,381.0773,3726.817383,18006.14453,35.68356
6210,5332,5.9339,6.0179,6.095883,495.1385,1177.203857,6350.599609,21.65714
6211,5332,5.920233,6.0179,6.095883,616.1573,1292.241089,5691.442871,18.83143
6212,5332,5.9064,6.0179,6.095883,721.2115,2980.439941,11924.72559,50.63581
6213,5332,5.892567,6.0179,6.095883,737.1857,3536.410156,14563.82324,42.49444
6214,5332,5.9064,6.0179,6.095883,738.1896,1005.418823,4130.140137,17.69257
6215,5345,5.947733,6.031734,6.083734,83.05973,2472.184326,12749.63379,25.9747
6216,5345,5.920233,6.031734,6.095883,95.06009,18445.96875,95762.01563,296.7787
6217,5345,5.695583,6.031734,6.095883,112.0864,18630.62305,97331.42188,247.2808
6218,5345,5.773083,6.031734,6.10805,231.1685,1099.902954,5435.65918,6.272552
6219,5358,5.961566,6.0454,6.171717,340.061,1511.739136,6449.388184,5.285563
6220,5379,6.0179,6.083734,6.4677,87.0432,5410.649414,31109.66406,134.6803
6221,5379,5.975567,6.083734,6.4677,145.6847,2444.658447,13291.07422,577.8431
6222,5379,5.825083,6.083734,6.4557,146.1173,401670.7813,2172742.5,7726.271
6223,5379,5.947733,6.083734,6.18505,147.1201,28143.91211,143296.8906,669.8433
6224,5379,5.975567,6.083734,6.198383,148.1218,2591.17749,13541.37793,297.5009
6225,5388,5.947733,6.10805,6.211884,225.0854,2752.756104,13884.55273,17.3968
6226,5391,6.058733,6.1204,6.2807,176.091,12418.80273,49074.5,176.0838
6227,5391,6.0454,6.1204,6.22555,355.1482,6648.874512,27436.55273,35.93763
6228,5391,6.0454,6.1204,6.239217,356.1501,1357.874756,5810.12207,8.611516
6229,5402,6.095883,6.13255,6.4557,95.05978,12638.42871,102126.6328,214.2797
6230,5402,6.095883,6.13255,6.4557,112.0862,12087.45508,86437.60938,159.4672
6231,5402,6.058733,6.13255,6.198383,177.0941,1220.469849,5342.041992,3.25611
6232,5402,6.058733,6.13255,6.198383,326.1306,1944.89856,9361.092773,5.085121
6233,5402,6.058733,6.13255,6.211884,430.1981,6353.729492,27144.62305,20.55449
6234,5402,6.0454,6.13255,6.211884,446.1729,93420.35938,401148.9688,682.1011
6235,5402,6.0454,6.13255,6.211884,447.1764,17226.74414,74434.63281,104.4774
6236,5402,6.0454,6.13255,6.211884,448.1771,3297.805908,14514.14453,19.01888
6237,5402,6.0454,6.13255,6.211884,462.146,8275.663086,38150.66016,58.26843
6238,5402,6.058733,6.13255,6.211884,463.1473,1780.931519,8720.334961,10.77443
6239,5415,6.058733,6.144883,6.4437,258.1431,12069.56445,116409.0547,45.14822
6240,5415,6.07155,6.144883,6.22555,259.1454,1980.103149,12625.50781,6.678895
6241,5441,6.083734,6.171717,6.4557,100.075,3714.48291,18750.88672,32.3038
6242,5441,6.095883,6.171717,6.4677,101.0592,7531.702637,34425.51953,153.5358
6243,5441,6.083734,6.171717,6.4557,118.0858,12729.03906,61806.29688,284.3554
6244,5441,6.058733,6.171717,6.336033,555.1484,1784.463745,12756.73145,32.8491
6245,5454,6.095883,6.18505,6.29455,56.04935,1836.029297,11552.64648,12.84242
6246,5454,6.0454,6.18505,6.4557,220.0808,15024.64551,99326.5,136.1917
6247,5454,6.083734,6.18505,6.4557,221.0835,1562.369873,11764.9082,5.922564
6248,5454,6.07155,6.18505,6.4677,242.0617,2471.710449,16386.16016,20.84525
6249,5454,6.07155,6.18505,6.25305,275.1587,2191.243896,14981.91797,21.70102
6250,5454,6.083734,6.18505,6.535517,953.4348,1103.266235,8077.763672,35.85727
6251,5467,6.1204,6.198383,6.2807,130.0501,5691.967285,25479.89648,6.583467
6252,5467,6.095883,6.198383,6.4677,190.0733,1011.132751,5111.855469,11.85175
6253,5467,6.083734,6.198383,6.4677,212.0519,2810.81958,12378.84375,26.23497
6254,5467,6.083734,6.198383,6.363867,280.0906,2379.080078,12813.11816,5.244963
6255,5467,6.083734,6.198383,6.3777,283.04,2304.500977,20042.95703,5.572637
6256,5467,6.083734,6.198383,6.3917,359.0982,4230.867188,20341.19922,7.153999
6257,5467,6.07155,6.198383,6.32205,616.2357,1651.100464,9197.198242,24.23002
6258,5467,6.0454,6.198383,6.4677,635.7663,1133.735107,6054.787109,58.73486
6259,5467,6.083734,6.198383,6.4677,678.2879,41445.21094,224150.75,1010.166
6260,5467,6.083734,6.198383,6.4677,678.7893,27131.57031,148755.6563,1777.576
6261,5467,6.095883,6.198383,6.4557,679.2894,10297.81348,57972.33203,261.4715
6262,5467,6.058733,6.198383,6.4677,679.7915,3292.338623,17876.25977,160.7901
6263,5467,6.095883,6.198383,6.3777,681.2896,1054.737549,5559.776367,53.64534
6264,5467,6.095883,6.198383,6.4557,689.2779,7973.032715,44189.17578,148.418
6265,5467,6.083734,6.198383,6.4677,689.7789,5835.131836,31765.33203,463.9052
6266,5467,6.095883,6.198383,6.4677,690.2795,2481.520508,14136.51953,33.54339
6267,5467,6.095883,6.198383,6.363867,697.2603,2459.69458,13533.86914,34.79797
6268,5467,6.058733,6.198383,6.336033,697.7616,1788.848511,9302.613281,169.303
6269,5467,6.07155,6.198383,6.4726,912.437,1075.256104,6180.146973,14.61327
6270,5467,6.095883,6.198383,6.4677,930.4474,11446.5166,62866.66406,266.73
6271,5467,6.083734,6.198383,6.4677,931.45,5810.165039,33068.82813,185.8753
6272,5467,6.095883,6.198383,6.4437,932.4531,1703.464844,10018.33984,50.05495
6273,5467,6.083734,6.198383,6.549533,971.471,1655.494019,9351.303711,44.94102
6274,5467,6.095883,6.198383,6.4726,987.4683,3853.506836,21619.50977,132.6274
6275,5467,6.095883,6.198383,6.32205,988.473,2602.369385,14128.79004,62.31615
6276,5467,6.083734,6.198383,6.4677,989.4853,33242.49609,175676,829.4067
6277,5467,6.095883,6.198383,6.4677,990.4888,17251.74414,92079.90625,685.0845
6278,5467,6.083734,6.198383,6.4677,991.4915,5372.187988,28730.14258,144.3622
6279,5467,6.083734,6.198383,6.336033,992.4935,1160.431519,6300.389648,28.40475
6280,5467,6.0454,6.198383,6.509183,997.4758,3137.639648,17059.64258,72.39626
6281,5467,6.095883,6.198383,6.3777,998.4798,1931.297363,10490.97363,37.55288
6282,5467,6.083734,6.198383,6.4677,1015.488,10432.96973,59286.35156,384.2881
6283,5467,6.095883,6.198383,6.4557,1016.49,5808.018555,33305.86719,205.7735
6284,5467,6.095883,6.198383,6.4726,1017.492,1886.357056,10912.6748,58.54388
6285,5480,6.13255,6.211884,6.4677,160.1321,1516.652588,9727.702148,55.74907
6286,5480,6.095883,6.211884,6.4437,700.2677,3201.874023,18371.12695,123.5528
6287,5480,6.058733,6.211884,6.4677,700.7683,2292.575439,12761.52246,199.2476
6288,5493,6.07155,6.22555,6.3917,84.08015,8650.736328,43644.5,92.90971
6289,5493,6.083734,6.22555,6.4557,129.1015,6107.001953,27826.73828,198.2739
6290,5493,6.10805,6.22555,6.3917,171.1058,5429.23291,21169.23633,81.56693
6291,5493,6.083734,6.22555,6.4557,172.096,2251.072998,16182.00977,50.98161
6292,5493,6.07155,6.22555,6.4557,189.1231,140053.8906,615521.1875,204.5075
6293,5493,6.083734,6.22555,6.4557,190.1264,12082.02246,53906.40625,81.90582
6294,5493,6.083734,6.22555,6.4677,191.1277,1329.765503,6068.32959,2.941308
6295,5493,6.07155,6.22555,6.4677,211.1044,2747.744385,14787.2334,25.3189
6296,5493,6.07155,6.22555,6.4557,407.1085,5598.068848,52368.35938,24.7798
6297,5506,6.095883,6.239217,6.2807,365.1043,53375.06641,310578.9375,331.9122
6298,5506,6.095883,6.239217,6.29455,366.1078,7207.141113,46666.32031,71.51089
6299,5506,6.083734,6.239217,6.4557,408.1104,1140.494385,11621.46289,10.19838
6300,5519,6.22555,6.25305,6.4557,171.094,5679.013184,55753.16016,97.87819
6301,5519,6.07155,6.25305,6.4557,385.1267,13690.15625,161890.2188,49.30365
6302,5519,6.083734,6.25305,6.4437,386.1284,3041.855469,37445.42969,8.968845
6303,5532,6.083734,6.266883,6.4557,387.1255,1276.422363,16150.34668,6.024256
6304,5545,6.07155,6.2807,6.4557,170.0918,58751.52734,882125.6875,157.8896
6305,5545,6.171717,6.2807,6.4557,198.0829,6123.024902,45631.53125,147.3738
6306,5558,6.18505,6.29455,6.4557,70.06439,1770.884277,14047.91016,20.21494
6307,5558,6.171717,6.29455,6.4557,159.0757,8370.678711,58004.77344,78.57113
6308,5558,6.13255,6.29455,6.4677,176.1013,3822.032715,27432.28516,54.19186
6309,5558,6.211884,6.29455,6.4557,200.1271,1159.120361,6097.391602,7.181443
6310,5558,6.198383,6.29455,6.4677,217.1531,4885.053223,22835.53125,17.11905
6311,5558,6.083734,6.29455,6.4557,228.1332,17719.51758,112608.6563,80.35426
6312,5558,6.18505,6.29455,6.4557,229.1356,2285.448486,14892.33203,13.53488
6313,5558,6.07155,6.29455,6.4557,248.1115,2530.251221,37219.89844,5.986839
6314,5558,6.083734,6.29455,6.4677,389.0486,1137.694458,5268.789551,10.80427
6315,5571,6.211884,6.3082,6.3917,134.0438,1538.500732,6502.998535,10.11885
6316,5571,6.18505,6.3082,6.4437,231.1439,3021.118164,14206.06934,17.45293
6317,5571,6.18505,6.3082,6.349867,294.1087,2229.455811,14096.55957,4.467809
6318,5584,6.211884,6.32205,6.4677,362.1309,1057.60376,8021.608398,4.11425
6319,5610,6.058733,6.349867,6.4437,110.0702,1777.434937,26266.7832,27.10487
6320,5610,6.266883,6.349867,6.4677,148.0596,3330.847412,17009.04297,50.23717
6321,5610,6.0454,6.349867,6.4437,156.0759,2789.874512,42693.64844,17.92294
6322,5610,6.198383,6.349867,6.4437,218.1013,4050.818604,45560.09375,7.660546
6323,5610,6.18505,6.349867,6.4437,244.1277,2620.169922,32971.70313,6.078356
6324,5610,6.29455,6.349867,6.4437,244.1277,2620.169922,18114.82617,8.407736
6325,5610,6.29455,6.349867,6.4437,274.1375,3662.08374,25112.87695,12.83192
6326,5610,6.083734,6.349867,6.4437,302.1329,2253.97583,28515.43164,4.731675
6327,5623,6.18505,6.363867,6.4437,236.1112,2987.665771,32290.15625,8.063703
6328,5623,6.32205,6.363867,6.4437,246.131,1276.648926,6966.374512,3.131547
6329,5623,6.239217,6.363867,6.4557,254.1109,2003.389526,9891.478516,5.680799
6330,5623,6.29455,6.363867,6.4557,293.1679,1732.133789,12240.40234,4.730905
6331,5623,6.29455,6.363867,6.4677,349.1292,3613.658691,19757.05859,22.65945
6332,5623,6.3082,6.363867,6.4437,359.1211,1665.845947,10120.64453,2.73816
6333,5623,6.2807,6.363867,6.4677,365.1039,137600.9531,744633,897.0413
6334,5623,6.29455,6.363867,6.4677,366.1082,17599.17578,93356.9375,184.3413
6335,5623,6.2807,6.363867,6.4677,381.0769,6718.507813,37519.77734,70.79244
6336,5623,6.266883,6.363867,6.4557,511.1227,2290.19873,14160.48633,19.10318
6337,5623,6.266883,6.363867,6.4557,511.1238,2290.19873,14160.48633,8.960369
6338,5623,6.2807,6.363867,6.4437,685.1773,1354.832886,10201.15332,15.21827
6339,5623,6.2807,6.363867,6.549533,737.1853,3091.082031,15753.87402,37.16929
6340,5636,6.095883,6.3777,6.4557,247.1256,1310.696289,9849.935547,7.761932
6341,5636,6.171717,6.3777,6.4437,272.123,2314.353027,23752.75977,2.980052
6342,5636,6.198383,6.3777,6.4437,288.1537,6906.828125,40768.98828,16.3391
6343,5636,6.2807,6.3777,6.4557,292.1368,1094.458008,5703.76709,4.429156
6344,5636,6.3082,6.3777,6.4677,360.1479,3886.824463,18739.44531,8.571588
6345,5636,6.29455,6.3777,6.4557,367.1082,4213.30127,22879.49023,16.42219
6346,5636,6.266883,6.3777,6.4677,469.0772,1932.260864,11588.32227,18.47486
6347,5636,6.2807,6.3777,6.4726,714.2076,5857.196289,26981.2832,59.27393
6348,5636,6.2807,6.3777,6.4677,715.2052,25211.67773,115621.9297,379.2572
6349,5636,6.2807,6.3777,6.4726,716.2079,6611.982422,30477.08203,93.11458
6350,5636,6.2807,6.3777,6.4677,717.2076,1885.30896,8842.03125,25.25156
6351,5636,6.2807,6.3777,6.4847,731.1779,3136.92334,14307.28516,59.85733
6352,5636,6.2807,6.3777,6.549533,1065.304,1627.260254,6653.203613,33.67293
6353,5649,6.22555,6.3917,6.4726,161.0906,1590.635376,8900.794922,19.84657
6354,5649,6.2807,6.3917,6.71235,290.1336,31439.41992,169822.3906,263.998
6355,5649,6.2807,6.3917,6.4677,291.1358,4423.715332,21846.10938,24.36901
6356,5649,6.2807,6.3917,6.4677,312.1151,11483.40234,51450.64453,93.39167
6357,5649,6.266883,6.3917,6.4557,313.1173,1757.798584,8253.888672,6.478647
6358,5649,6.25305,6.3917,6.4677,328.0831,2812.235107,13567.64746,16.3279
6359,5649,6.25305,6.3917,6.4677,348.0684,6377.875,30385.19727,39.32825
6360,5649,6.29455,6.3917,6.4677,356.0757,2425.267822,12074.22168,14.74887
6361,5649,6.29455,6.3917,6.4677,357.0695,1236.592773,6029.763672,6.095211
6362,5649,6.198383,6.3917,6.4677,377.0537,3786.229736,15701.16895,32.08478
6363,5649,6.171717,6.3917,6.4677,439.0984,5965.40332,30414.38867,57.37084
6364,5649,6.22555,6.3917,6.4677,440.1014,1347.895508,7043.778809,17.79901
6365,5649,6.10805,6.3917,6.4557,445.113,1702.424072,13367.63574,24.95804
6366,5649,6.198383,6.3917,6.4726,786.1594,6900.501465,29878.62109,172.9156
6367,5649,6.2807,6.3917,6.4726,787.1631,2265.978271,9965.543945,28.36007
6368,5649,6.29455,6.3917,6.4677,808.1387,1485.487061,6299.379395,41.19165
6369,5649,6.29455,6.3917,6.4726,824.1057,1615.144043,6923.087402,53.71867
6370,5662,6.198383,6.405533,6.4726,343.1651,2075.630127,10572.66992,12.06401
6371,5662,6.18505,6.405533,6.522033,355.072,9049.669922,47888.40234,47.79808
6372,5675,6.29455,6.419367,6.7385,768.1161,2125.231689,17473.30664,36.91361
6373,5675,6.25305,6.419367,6.985333,850.16,5806.361328,49598.26953,226.1003
6374,5675,6.3082,6.419367,6.700016,851.1626,2213.179932,17155.82813,65.43279
6375,5690,6.32205,6.4437,6.700016,199.0584,2843.867676,13507.35254,45.91927
6376,5690,6.336033,6.4437,6.618683,217.0692,4087.276855,19016.06055,14.24496
6377,5690,6.3082,6.4437,6.700016,275.3168,12650.3623,57991.52344,1570.897
6378,5690,6.32205,6.4437,7.068316,276.1432,2271884.75,10681537,10637.17
6379,5690,6.336033,6.4437,6.957983,277.1458,291882.9063,1380555.25,1107.627
6380,5690,6.349867,6.4437,6.807167,278.1475,42967.78516,204492.0781,281.2659
6381,5690,6.349867,6.4437,6.632517,279.151,4489.760254,26328.65039,36.25898
6382,5690,6.3082,6.4437,6.496867,551.2772,1467.422363,5038.827637,33.00806
6383,5698,6.29455,6.4726,6.779833,176.0651,18411.27734,72221.10156,14.95222
6384,5723,6.4437,6.509183,6.725,288.1535,6753.664063,52916.77344,14.68769
6385,5736,6.4557,6.522033,6.766183,170.0918,27139.04688,395873.0313,58.18275
6386,5736,6.4557,6.522033,6.71235,385.1262,3002.531006,35263.36328,7.287872
6387,5749,6.4557,6.535517,6.807167,312.0485,2498.875977,15714.94824,20.44004
6388,5749,6.4437,6.535517,6.7385,383.111,1618.346191,14708.42285,5.134613
6389,5749,6.4557,6.535517,6.700016,407.1077,1233.055908,10225.11816,17.77291
6390,5749,6.4557,6.535517,6.660017,453.1467,1522.249878,6771.664063,8.64736
6391,5762,6.4437,6.549533,6.779833,144.0645,3626.639893,21408.42383,9.027859
6392,5762,6.4437,6.549533,6.7935,162.0754,5787.53418,33637.44531,76.45786
6393,5762,6.4557,6.549533,6.687683,172.0959,3088.737305,15483.07422,103.2074
6394,5762,6.4557,6.549533,6.766183,189.1223,2901.641357,16508.23828,4.147345
6395,5762,6.4557,6.549533,6.7935,345.0436,1901.086182,11345.50391,3.63878
6396,5762,6.419367,6.549533,6.646183,419.0847,2038.724854,12746.51074,9.595411
6397,5762,6.4437,6.549533,6.632517,420.0911,2818.541748,15773.99121,19.74897
6398,5762,6.4437,6.549533,6.632517,421.0999,4901.262695,27021.65625,38.16737
6399,5762,6.4437,6.549533,6.779833,494.1444,1513.206299,15457.94336,19.29432
6400,5775,6.4437,6.56335,6.848,282.1443,2644.809326,20139.00391,10.04584
6401,5775,6.4557,6.56335,6.71235,283.1639,1780.077271,11259.62598,9.430586
6402,5775,6.4557,6.56335,6.660017,404.1585,1204.05127,6896.532227,5.631412
6403,5788,6.4557,6.577183,6.807167,470.0447,3476.417725,19699.14063,24.57184
6404,5814,6.4437,6.60485,6.687683,525.1385,3888.182373,37044.10547,41.45009
6405,5827,6.4677,6.618683,6.8755,366.1074,4552.61084,38340.9375,43.03317
6406,5827,6.4557,6.618683,6.807167,367.1078,1321.731079,12057.31836,4.885508
6407,5827,6.4677,6.618683,6.687683,381.0767,2343.112549,15067.93359,26.2361
